"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"UCD - Drug/Alcohol Induced"	"UCD - Drug/Alcohol Induced Code"	"UCD - Drug/Alcohol Induced Cause"	"UCD - Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Georgia"	"13"	"Male"	"M"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	33806	4703090	718.8	982.4
	"Georgia"	"13"	"Male"	"M"	"2010"	"2010"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	515	4729171	10.9	10.7
	"Georgia"	"13"	"Male"	"M"	"2010"	"2010"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	66	4729171	1.4	1.4
	"Georgia"	"13"	"Male"	"M"	"2010"	"2010"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	20	4729171	0.4	0.4
	"Georgia"	"13"	"Male"	"M"	"2010"	"2010"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	42	4729171	0.9	0.9
	"Georgia"	"13"	"Male"	"M"	"2010"	"2010"	"Alcohol-induced causes"	"A"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	54	4729171	1.1	1.2
	"Georgia"	"13"	"Male"	"M"	"2010"	"2010"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	410	4729171	8.7	8.5
	"Georgia"	"13"	"Male"	"M"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	34458	4729171	728.6	981.7
	"Georgia"	"13"	"Male"	"M"	"2011"	"2011"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	530	4802807	11.0	10.8
	"Georgia"	"13"	"Male"	"M"	"2011"	"2011"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	52	4802807	1.1	1.1
	"Georgia"	"13"	"Male"	"M"	"2011"	"2011"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	4802807	Unreliable	Unreliable
	"Georgia"	"13"	"Male"	"M"	"2011"	"2011"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	32	4802807	0.7	0.7
	"Georgia"	"13"	"Male"	"M"	"2011"	"2011"	"Alcohol-induced causes"	"A"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	36	4802807	0.7	0.7
	"Georgia"	"13"	"Male"	"M"	"2011"	"2011"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	418	4802807	8.7	8.5
	"Georgia"	"13"	"Male"	"M"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	34255	4802807	713.2	935.5
	"Georgia"	"13"	"Male"	"M"	"2012"	"2012"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	519	4851024	10.7	10.7
	"Georgia"	"13"	"Male"	"M"	"2012"	"2012"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	47	4851024	1.0	1.0
	"Georgia"	"13"	"Male"	"M"	"2012"	"2012"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	4851024	Unreliable	Unreliable
	"Georgia"	"13"	"Male"	"M"	"2012"	"2012"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	39	4851024	0.8	0.7
	"Georgia"	"13"	"Male"	"M"	"2012"	"2012"	"Alcohol-induced causes"	"A"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	47	4851024	1.0	0.9
	"Georgia"	"13"	"Male"	"M"	"2012"	"2012"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	420	4851024	8.7	8.2
	"Georgia"	"13"	"Male"	"M"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	35356	4851024	728.8	930.8
	"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	541	4881361	11.1	10.9
	"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	58	4881361	1.2	1.2
	"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	4881361	Unreliable	Unreliable
	"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	35	4881361	0.7	0.7
	"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	"Alcohol-induced causes"	"A"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	48	4881361	1.0	1.0
	"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	453	4881361	9.3	8.8
	"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	36895	4881361	755.8	932.2
	"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	622	4926987	12.6	12.6
	"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	52	4926987	1.1	1.1
	"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	15	4926987	Unreliable	Unreliable
	"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	43	4926987	0.9	0.9
	"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	"Alcohol-induced causes"	"A"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	31	4926987	0.6	0.6
	"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	473	4926987	9.6	8.8
	"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	37680	4926987	764.8	919.4
	"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	691	4979882	13.9	13.9
	"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	44	4979882	0.9	0.8
	"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	4979882	Unreliable	Unreliable
	"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	48	4979882	1.0	0.9
	"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	"Alcohol-induced causes"	"A"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	30	4979882	0.6	0.6
	"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	489	4979882	9.8	9.0
	"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	39210	4979882	787.4	922.3
	"Georgia"	"13"	"Male"	"M"	"2016"	"2016"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	773	5020465	15.4	15.3
	"Georgia"	"13"	"Male"	"M"	"2016"	"2016"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	51	5020465	1.0	1.0
	"Georgia"	"13"	"Male"	"M"	"2016"	"2016"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	19	5020465	Unreliable	Unreliable
	"Georgia"	"13"	"Male"	"M"	"2016"	"2016"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	54	5020465	1.1	1.1
	"Georgia"	"13"	"Male"	"M"	"2016"	"2016"	"Alcohol-induced causes"	"A"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	45	5020465	0.9	0.9
	"Georgia"	"13"	"Male"	"M"	"2016"	"2016"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	548	5020465	10.9	10.0
	"Georgia"	"13"	"Male"	"M"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	40199	5020465	800.7	913.6
	"Hawaii"	"15"	"Female"	"F"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	3521	601830	585.0	536.7
	"Hawaii"	"15"	"Female"	"F"	"2000"	"2000"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	602866	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2000"	"2000"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	10	602866	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	3610	602866	598.8	536.0
	"Hawaii"	"15"	"Female"	"F"	"2001"	"2001"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	609189	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2001"	"2001"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	10	609189	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	3741	609189	614.1	530.8
	"Hawaii"	"15"	"Female"	"F"	"2002"	"2002"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	616192	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2002"	"2002"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	10	616192	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	3903	616192	633.4	534.7
	"Hawaii"	"15"	"Female"	"F"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	3948	623753	632.9	521.9
	"Hawaii"	"15"	"Female"	"F"	"2004"	"2004"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	636864	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2004"	"2004"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	16	636864	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	3999	636864	627.9	510.2
	"Hawaii"	"15"	"Female"	"F"	"2005"	"2005"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	644813	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2005"	"2005"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	22	644813	3.4	3.2
	"Hawaii"	"15"	"Female"	"F"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4086	644813	633.7	502.1
	"Hawaii"	"15"	"Female"	"F"	"2006"	"2006"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	652351	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2006"	"2006"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	10	652351	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2006"	"2006"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	15	652351	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4251	652351	651.6	511.1
	"Hawaii"	"15"	"Female"	"F"	"2007"	"2007"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	657185	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2007"	"2007"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	657185	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2007"	"2007"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	20	657185	3.0	2.5
	"Hawaii"	"15"	"Female"	"F"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4283	657185	651.7	496.6
	"Hawaii"	"15"	"Female"	"F"	"2008"	"2008"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	665313	3.8	3.5
	"Hawaii"	"15"	"Female"	"F"	"2008"	"2008"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	665313	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2008"	"2008"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	15	665313	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4268	665313	641.5	478.0
	"Hawaii"	"15"	"Female"	"F"	"2009"	"2009"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	673075	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2009"	"2009"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	673075	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2009"	"2009"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	21	673075	3.1	2.8
	"Hawaii"	"15"	"Female"	"F"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4426	673075	657.6	480.1
	"Hawaii"	"15"	"Female"	"F"	"2010"	"2010"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	679058	2.9	3.0
	"Hawaii"	"15"	"Female"	"F"	"2010"	"2010"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	679058	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2010"	"2010"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	679058	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2010"	"2010"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	16	679058	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4278	679058	630.0	454.0
	"Hawaii"	"15"	"Female"	"F"	"2011"	"2011"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	685005	4.4	4.6
	"Hawaii"	"15"	"Female"	"F"	"2011"	"2011"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	685005	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2011"	"2011"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	685005	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2011"	"2011"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	22	685005	3.2	2.7
	"Hawaii"	"15"	"Female"	"F"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4517	685005	659.4	459.3
	"Hawaii"	"15"	"Female"	"F"	"2012"	"2012"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	690348	4.1	4.3
	"Hawaii"	"15"	"Female"	"F"	"2012"	"2012"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	690348	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2012"	"2012"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	690348	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2012"	"2012"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	21	690348	3.0	2.6
	"Hawaii"	"15"	"Female"	"F"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4714	690348	682.8	458.8
	"Hawaii"	"15"	"Female"	"F"	"2013"	"2013"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	38	694440	5.5	5.4
	"Hawaii"	"15"	"Female"	"F"	"2013"	"2013"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	18	694440	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4839	694440	696.8	462.6
	"Hawaii"	"15"	"Female"	"F"	"2014"	"2014"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	33	701462	4.7	4.5
	"Hawaii"	"15"	"Female"	"F"	"2014"	"2014"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	701462	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2014"	"2014"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	27	701462	3.8	3.4
	"Hawaii"	"15"	"Female"	"F"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4975	701462	709.2	459.4
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	34	706231	4.8	4.6
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	18	706231	Unreliable	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	5173	706231	732.5	467.4
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	48	710942	6.8	6.1
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	21	710942	3.0	2.7
	"Hawaii"	"15"	"Female"	"F"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	5036	710942	708.4	444.4
	"Hawaii"	"15"	"Male"	"M"	"1999"	"1999"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	608470	4.4	4.4
	"Hawaii"	"15"	"Male"	"M"	"1999"	"1999"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	608470	Unreliable	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"1999"	"1999"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	19	608470	Unreliable	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"1999"	"1999"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	28	608470	4.6	4.7
	"Hawaii"	"15"	"Male"	"M"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4628	608470	760.6	847.0
	"Hawaii"	"15"	"Male"	"M"	"2000"	"2000"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	608671	3.9	3.9
	"Hawaii"	"15"	"Male"	"M"	"2000"	"2000"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	28	608671	4.6	4.6
	"Hawaii"	"15"	"Male"	"M"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4578	608671	752.1	825.0
	"Hawaii"	"15"	"Male"	"M"	"2001"	"2001"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	33	616759	5.4	5.3
	"Hawaii"	"15"	"Male"	"M"	"2001"	"2001"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	616759	Unreliable	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2001"	"2001"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	26	616759	4.2	4.2
	"Hawaii"	"15"	"Male"	"M"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4534	616759	735.1	793.9
	"Hawaii"	"15"	"Male"	"M"	"2002"	"2002"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	38	623421	6.1	6.1
	"Hawaii"	"15"	"Male"	"M"	"2002"	"2002"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	33	623421	5.3	5.3
	"Hawaii"	"15"	"Male"	"M"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4769	623421	765.0	818.7
	"Hawaii"	"15"	"Male"	"M"	"2003"	"2003"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	53	627401	8.4	8.3
	"Hawaii"	"15"	"Male"	"M"	"2003"	"2003"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	24	627401	3.8	3.7
	"Hawaii"	"15"	"Male"	"M"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4897	627401	780.5	822.4
	"Hawaii"	"15"	"Male"	"M"	"2004"	"2004"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	57	636705	9.0	8.8
	"Hawaii"	"15"	"Male"	"M"	"2004"	"2004"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	636705	Unreliable	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2004"	"2004"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	19	636705	Unreliable	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2004"	"2004"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	48	636705	7.5	7.4
	"Hawaii"	"15"	"Male"	"M"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4837	636705	759.7	794.5
	"Hawaii"	"15"	"Male"	"M"	"2005"	"2005"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	55	647916	8.5	8.2
	"Hawaii"	"15"	"Male"	"M"	"2005"	"2005"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	19	647916	Unreliable	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2005"	"2005"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	11	647916	Unreliable	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2005"	"2005"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	40	647916	6.2	5.9
	"Hawaii"	"15"	"Male"	"M"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4858	647916	749.8	773.4
	"Hawaii"	"15"	"Male"	"M"	"2006"	"2006"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	42	657380	6.4	6.3
	"Hawaii"	"15"	"Male"	"M"	"2006"	"2006"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	657380	Unreliable	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2006"	"2006"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	35	657380	5.3	5.4
	"Hawaii"	"15"	"Male"	"M"	"2006"	"2006"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	49	657380	7.5	7.1
	"Hawaii"	"15"	"Male"	"M"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4985	657380	758.3	776.0
	"Hawaii"	"15"	"Male"	"M"	"2007"	"2007"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	70	658490	10.6	10.0
	"Hawaii"	"15"	"Male"	"M"	"2007"	"2007"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	28	658490	4.3	4.3
	"Hawaii"	"15"	"Male"	"M"	"2007"	"2007"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	59	658490	9.0	8.3
	"Hawaii"	"15"	"Male"	"M"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	4988	658490	757.5	760.3
	"Hawaii"	"15"	"Male"	"M"	"2008"	"2008"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	63	666900	9.4	9.4
	"Hawaii"	"15"	"Male"	"M"	"2008"	"2008"	"Alcohol-induced causes"	"A"	"All other alcohol-induced causes"	"A9"	49	666900	7.3	6.6
	"Hawaii"	"15"	"Male"	"M"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	"All other non-drug and non-alcohol causes"	"O9"	5029	666900	754.1	747.7
	"Hawaii"	"15"	"Male"	"M"	"2009"	"2009"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	81	673642	12.0	11.4
	"Hawaii"	"15"	"Male"	"M"	"2009"	"2009"	"Drug-induced causes"	"D"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	673642	Unreliable	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"2009"	"2009"	"Drug-induced causes"	"D"	"All other drug-induced causes"	"D9"	11	673642	Unreliable	Unreliable
